时间,天气状况,温度(℃),降水量(mm),风向,风力(级),风速(km/h),气压(hPa),湿度(%),能见度(km),云量%
2024-07-23 14:00,阴,30.9,0,西南风,1,2,953,75,16,0
2024-07-23 15:00,阴,30.6,0,北风,1,2,953,76,13,30
2024-07-23 16:00,阴,30.3,0,西北风,1,2,952,78,11,61
2024-07-23 17:00,阴,30.1,0,北风,2,6,952,79,8,91
2024-07-23 18:00,阴,30.6,0,北风,0,0,952,76,8,61
2024-07-23 19:00,阴,30.3,0,南风,1,2,952,78,7,30
2024-07-23 20:00,阴,29.9,0,东北风,1,2,953,81,7,0
2024-07-23 21:00,阴,29.5,0,东北风,1,1,953,82,4,17
2024-07-23 22:00,阴,29.7,0,西北风,1,3,953,81,4,33
2024-07-23 23:00,阴,29.4,0,西风,1,1,953,83,3,50
2024-07-24 00:00,多云,29,0,西北风,1,2,953,86,3,60
2024-07-24 01:00,阴,28.9,0,西北风,1,1,953,87,2,70
2024-07-24 02:00,阴,28.6,0,西风,1,3,952,88,4,80
2024-07-24 03:00,多云,28.6,0,西北风,1,2,952,88,3,82
2024-07-24 04:00,多云,28.2,0,西北风,1,3,953,89,3,83
2024-07-24 05:00,阴,28.1,0,南风,2,6,953,89,4,85
2024-07-24 06:00,阴,27.8,0,西北风,1,3,953,90,4,83
2024-07-24 07:00,阴,27.7,0,西南风,1,5,953,89,4,80
2024-07-24 08:00,阴,27.7,0,微风,1,5,966,88,4,78
2024-07-24 09:00,阴,26.3,0,北风,1,3,954,96,4,75
2024-07-24 10:00,阴,28.5,0,北风,1,4,954,83,7,73
2024-07-24 11:00,阴,29,0,南风,3,12,955,81,11,70
2024-07-24 12:00,阴,27.5,0,南风,1,5,955,79,12,47
2024-07-24 13:00,阴,26.7,0,东南风,2,6,956,73,13,23
2024-07-24 14:00,阴,26.5,0,东风,1,5,956,73,12,0
2024-07-24 15:00,阴,27.6,0,西南风,1,5,956,68,12,31
2024-07-24 16:00,阴,28.6,0,西北风,2,6,956,63,17,61
2024-07-24 17:00,阴,28,0,东南风,2,7,956,65,18,92
2024-07-24 18:00,多云,27.6,0,北风,1,4,956,67,15,61
2024-07-24 19:00,阴,27.1,0,南风,1,3,956,68,15,31
2024-07-24 20:00,多云,27.1,0,西北风,1,3,956,67,16,0
2024-07-24 21:00,多云,27.2,0,东北风,1,2,956,66,16,25
2024-07-24 22:00,多云,26.8,0,东北风,1,2,956,68,16,51
2024-07-24 23:00,阴,26.7,0,东南风,1,4,956,70,16,76
2024-07-25 00:00,多云,26.3,0,北风,0,0,956,72,16,75
2024-07-25 01:00,阴,26.2,0,南风,1,3,956,74,16,75
2024-07-25 02:00,阴,26,0,西南风,1,3,955,74,15,74
2024-07-25 03:00,阴,26,0,南风,2,7,955,74,15,69
2024-07-25 04:00,阴,25.8,0,南风,1,5,955,75,13,63
2024-07-25 05:00,阴,25.8,0,南风,2,6,955,75,12,58
2024-07-25 06:00,阴,25.6,0,南风,1,2,955,75,12,39
2024-07-25 07:00,阴,25.5,0,东风,1,2,956,75,13,19
2024-07-25 08:00,阴,25.6,0,西南风,1,5,956,74,13,0
2024-07-25 09:00,阴,25.7,0,西南风,1,4,956,75,11,1
2024-07-25 10:00,多云,26.7,0,西北风,2,7,956,71,12,2
2024-07-25 11:00,多云,28.8,0,北风,2,7,956,63,16,3
2024-07-25 12:00,多云,30.4,0,北风,2,6,955,58,16,2
2024-07-25 13:00,晴,31.9,0,北风,1,3,955,53,16,1
2024-07-25 14:00,晴,33.2,0,东风,2,7,954,47,17,0
2024-07-25 15:00,晴,34.7,0,东北风,1,5,954,42,20,1
2024-07-25 16:00,晴,35.4,0,北风,2,6,953,38,21,1
2024-07-25 17:00,晴,34.7,0,东风,1,2,953,35,22,2
2024-07-25 18:00,晴,35.6,0,西风,1,4,953,37,16,1
2024-07-25 19:00,晴,36.3,0,东南风,1,2,953,52,16,1
2024-07-25 20:00,晴,33.4,0,北风,0,0,954,49,22,0
2024-07-25 21:00,晴,31.8,0,北风,2,11,954,52,24,16
2024-07-25 22:00,晴,30.5,0,北风,2,11,954,57,20,33
2024-07-25 23:00,晴,29.7,0,南风,1,1,955,59,23,49
2024-07-26 00:00,晴,28.5,0,西北风,1,1,955,63,23,33
2024-07-26 01:00,晴,27.8,0,南风,1,2,954,64,24,16
2024-07-26 02:00,晴,27.3,0,南风,1,1,954,68,25,0
2024-07-26 03:00,晴,26.7,0,南风,1,4,955,74,25,0
2024-07-26 04:00,晴,26.3,0,南风,1,3,955,73,25,0
2024-07-26 05:00,晴,26,0,南风,1,4,955,73,24,0
2024-07-26 06:00,晴,25.8,0,西北风,1,3,956,72,24,0
2024-07-26 07:00,晴,25.4,0,南风,1,3,956,75,25,0
2024-07-26 08:00,晴,25.1,0,西北风,1,3,957,83,21,0
2024-07-26 09:00,晴,27.2,0,北风,2,7,956,66,19,0
2024-07-26 10:00,晴,29,0,北风,1,5,957,59,19,0
2024-07-26 11:00,晴,30.8,0,南风,2,7,956,53,20,0
2024-07-26 12:00,晴,32.2,0,南风,2,6,956,50,18,0
2024-07-26 13:00,晴,33.4,0,西北风,2,9,956,46,21,0
2024-07-26 14:00,晴,34.6,0,西北风,1,3,955,44,21,0
2024-07-26 15:00,晴,35.5,0,西北风,1,4,954,42,21,4
2024-07-26 16:00,晴,36.3,0,东南风,1,5,954,40,22,7
2024-07-26 17:00,晴,36.1,0,西北风,1,2,954,41,22,11
2024-07-26 18:00,阴,35.1,0,东北风,2,6,954,44,20,7
2024-07-26 19:00,多云,34,0,东南风,1,3,955,47,17,4
2024-07-26 20:00,多云,33.4,0,南风,1,2,955,53,17,0
2024-07-26 21:00,多云,32.5,0,南风,1,2,956,59,17,28
2024-07-26 22:00,多云,31.8,0,北风,0,0,957,63,16,55
2024-07-26 23:00,阴,31.3,0,西南风,1,2,957,64,15,83
2024-07-27 00:00,阴,31,0,东风,1,2,957,65,15,55
2024-07-27 01:00,多云,30.5,0,北风,1,3,957,68,15,28
2024-07-27 02:00,阴,29.7,0,东北风,1,2,957,67,13,0
2024-07-27 03:00,阴,29.3,0,北风,1,3,957,72,13,17
2024-07-27 04:00,阴,28.9,0,东北风,1,1,958,73,15,34
2024-07-27 05:00,晴,28.4,0,东北风,1,3,959,75,15,51
2024-07-27 06:00,多云,27.8,0,西南风,1,2,959,79,15,34
2024-07-27 07:00,多云,27.2,0,西北风,1,1,960,81,14,17
2024-07-27 08:00,阴,27.2,0,东风,1,3,960,82,17,0
2024-07-27 09:00,阴,27.8,0,北风,1,3,960,79,15,11
2024-07-27 10:00,多云,29.8,0,西北风,1,4,960,70,14,23
2024-07-27 11:00,多云,30.9,0,东北风,2,10,960,66,14,34
2024-07-27 12:00,多云,32.3,0,东风,2,6,960,59,18,23
2024-07-27 13:00,多云,33,0,西北风,1,3,959,54,18,11
2024-07-27 14:00,阴,33.3,0,西北风,1,1,959,55,24,0
2024-07-27 15:00,阴,32.7,0,东南风,1,5,958,57,24,29
2024-07-27 16:00,阴,33.5,0,北风,1,2,958,54,23,59
2024-07-27 17:00,阴,34,0,北风,1,2,957,50,17,88
2024-07-27 18:00,多云,33.3,0,西南风,1,1,958,54,17,59
2024-07-27 19:00,多云,33,0,北风,1,2,958,55,16,29
2024-07-27 20:00,多云,32.8,0,东南风,1,1,959,58,14,0
2024-07-27 21:00,多云,31.5,0,南风,1,2,959,63,14,20
2024-07-27 22:00,多云,31.2,0,东风,1,2,960,65,12,41
2024-07-27 23:00,阴,31,0,北风,1,3,959,66,11,61
2024-07-28 00:00,多云,30.5,0,南风,1,5,959,68,12,41
2024-07-28 01:00,多云,30,0,南风,2,9,959,69,14,20
2024-07-28 02:00,多云,29.5,0,西南风,1,3,958,68,17,0
2024-07-28 03:00,晴,29,0,东北风,1,2,958,69,12,31
2024-07-28 04:00,多云,28.1,0,西南风,1,2,958,69,15,61
2024-07-28 05:00,多云,27.3,0,北风,2,11,958,71,15,92
2024-07-28 06:00,多云,26.9,0,北风,2,11,959,73,11,61
2024-07-28 07:00,多云,26.8,0,南风,1,4,960,75,11,31
2024-07-28 08:00,多云,26.6,0,北风,2,11,960,76,15,0
2024-07-28 09:00,阴,27.9,0,西北风,1,2,960,72,11,25
2024-07-28 10:00,阴,29.5,0,西北风,1,5,959,63,13,51
2024-07-28 11:00,阴,31,0,西北风,2,6,959,56,14,76
2024-07-28 12:00,阴,32,0,西北风,2,7,959,55,17,51
2024-07-28 13:00,多云,32.7,0,西北风,2,6,958,52,17,25
2024-07-28 14:00,多云,34,0,西北风,2,9,957,48,16,0
2024-07-28 15:00,阴,34.9,0,北风,1,1,957,46,16,29
2024-07-28 16:00,多云,35.7,0,西北风,1,4,956,44,16,57
2024-07-28 17:00,多云,35.4,0,西北风,1,5,956,45,20,86
2024-07-28 18:00,多云,35.6,0,东南风,1,1,956,45,20,57
2024-07-28 19:00,多云,34.6,0,西北风,1,1,956,49,17,29
2024-07-28 20:00,多云,33.8,0,西南风,1,1,957,52,17,0
2024-07-28 21:00,多云,32.7,0,南风,1,1,958,56,12,16
2024-07-28 22:00,多云,31.8,0,西南风,1,1,958,61,13,33
2024-07-28 23:00,多云,31.1,0,西南风,1,1,958,67,13,49
2024-07-29 00:00,多云,30.8,0,北风,1,1,957,69,13,33
2024-07-29 01:00,多云,30.1,0,西北风,1,3,957,70,13,16
2024-07-29 02:00,多云,29.5,0,西北风,1,4,957,72,11,0
2024-07-29 03:00,多云,28.8,0,东南风,1,1,957,72,8,4
2024-07-29 04:00,多云,28.5,0,南风,1,1,957,74,9,9
2024-07-29 05:00,多云,27.9,0,西北风,1,3,957,76,9,13
2024-07-29 06:00,多云,27.7,0,西北风,1,3,958,76,8,9
2024-07-29 07:00,多云,27.3,0,南风,1,2,958,76,8,4
2024-07-29 08:00,多云,27.5,0,西北风,1,5,958,75,10,0
2024-07-29 09:00,多云,28.4,0,西北风,1,2,958,73,11,8
2024-07-29 10:00,阴,28.9,0,东南风,1,4,959,71,8,16
2024-07-29 11:00,阴,27.9,5.5,南风,2,6,959,77,8,24
2024-07-29 12:00,小雨,25,5.5,东风,1,3,958,91,2,16
2024-07-29 13:00,小雨,24,23.1,西南风,1,4,958,94,2,8
2024-07-29 14:00,小雨,23.6,2.2,西风,1,2,959,96,19,0
2024-07-29 15:00,小雨,23.8,0,西北风,1,4,958,95,19,32
2024-07-29 16:00,小雨,23.9,0.8,北风,1,1,958,94,6,63
2024-07-29 17:00,小雨,23.9,0.9,北风,1,2,958,96,5,95
2024-07-29 18:00,阴,23.7,0.6,西北风,1,3,958,96,6,63
2024-07-29 19:00,阴,23.6,0,西北风,1,3,959,96,5,32
2024-07-29 20:00,阴,23.4,0,北风,1,4,959,96,3,0
2024-07-29 21:00,雨,23.7,0,西风,1,3,960,95,3,31
2024-07-29 22:00,阴,23.8,0.3,南风,2,6,959,96,3,61
2024-07-29 23:00,阴,23.7,0.5,东风,1,1,959,96,2,92
2024-07-30 00:00,阴,23.5,0,北风,1,2,959,96,2,61
2024-07-30 01:00,雨,23.3,0,南风,1,2,959,95,3,31
2024-07-30 02:00,阴,23.2,0,南风,1,2,958,96,4,0
2024-07-30 03:00,阴,22.8,0,东风,1,3,958,95,4,28
2024-07-30 04:00,阴,22.7,0,南风,1,2,958,93,4,57
2024-07-30 05:00,阴,22.9,0,北风,1,4,958,94,12,85
2024-07-30 06:00,阴,23,0,南风,1,4,958,93,12,57
2024-07-30 07:00,阴,23,0,南风,1,3,959,94,13,28
2024-07-30 08:00,阴,23.3,0,南风,2,6,959,94,7,0
2024-07-30 09:00,阴,23.6,0,南风,2,6,959,93,9,17
2024-07-30 10:00,晴,24,0,西南风,2,6,959,91,8,35
2024-07-30 11:00,晴,25.4,0,南风,1,4,958,84,15,52
2024-07-30 12:00,阴,26.2,0,南风,1,4,958,80,18,35
2024-07-30 13:00,阴,27.9,0,东北风,1,1,957,72,18,17
2024-07-30 14:00,雨,28.3,0,西风,1,3,957,70,20,0
2024-07-30 15:00,阴,29.6,0,东风,2,7,956,64,23,18
2024-07-30 16:00,阴,30.3,0,西北风,1,4,955,61,21,37
2024-07-30 17:00,阴,31.1,0,西风,1,2,955,59,21,55
2024-07-30 18:00,阴,31,0,东风,1,2,954,57,22,37
2024-07-30 19:00,多云,31,0,南风,1,2,954,59,23,18
2024-07-30 20:00,多云,30,0,西风,1,1,955,65,26,0
2024-07-30 21:00,多云,28.9,0,南风,1,4,955,71,26,8
2024-07-30 22:00,多云,27.9,0,南风,1,3,956,78,14,17
2024-07-30 23:00,多云,27.2,0,北风,0,0,956,83,11,25
2024-07-31 00:00,晴,26.8,0,北风,2,11,956,86,9,17
2024-07-31 01:00,晴,26.1,0,东北风,1,3,956,89,9,8
2024-07-31 02:00,多云,25.6,0,西北风,1,2,956,90,9,0
2024-07-31 03:00,晴,25.3,0,南风,1,2,956,91,8,0
2024-07-31 04:00,晴,24.5,0,西北风,1,4,956,90,6,0
2024-07-31 05:00,晴,24.2,0,北风,2,11,956,87,6,0
2024-07-31 06:00,晴,23.9,0,北风,0,0,956,88,6,0
2024-07-31 07:00,晴,23.7,0,西北风,1,1,956,87,6,0
2024-07-31 08:00,晴,22.9,0,西南风,1,2,957,91,6,0
2024-07-31 09:00,多云,25.7,0,南风,1,3,957,79,11,18
2024-07-31 10:00,多云,27.8,0,西南风,2,7,957,71,11,35
2024-07-31 11:00,多云,29.5,0,南风,1,3,956,64,14,53
2024-07-31 12:00,阴,31.1,0,西北风,1,4,956,58,18,35
2024-07-31 13:00,多云,32.1,0,东风,1,4,955,56,18,18
2024-07-31 14:00,多云,33.6,0,东风,2,7,954,51,19,0
2024-07-31 15:00,晴,35.1,0,西风,1,3,953,48,22,6
2024-07-31 16:00,多云,36.4,0,西南风,1,2,953,43,25,11
2024-07-31 17:00,阴,36.7,0,西北风,1,2,952,40,28,17
2024-07-31 18:00,阴,36,0,南风,1,2,952,43,25,11
2024-07-31 19:00,晴,35,0,北风,2,11,953,48,25,6
2024-07-31 20:00,晴,33.4,0,北风,1,1,953,54,31,0
2024-07-31 21:00,晴,31.3,0,北风,0,0,954,64,24,0
2024-07-31 22:00,晴,30.2,0,西南风,1,2,954,71,24,0
2024-07-31 23:00,晴,29.5,0,南风,1,1,954,74,24,0
2024-08-01 00:00,晴,28.7,0,北风,1,2,954,75,22,0
2024-08-01 01:00,多云,28.1,0,南风,1,4,955,78,19,0
2024-08-01 02:00,晴,28.4,0,东南风,1,3,954,76,21,0
2024-08-01 03:00,晴,28,0,南风,2,9,953,77,22,0
2024-08-01 04:00,晴,27.7,0,西北风,2,6,954,73,23,0
2024-08-01 05:00,多云,27.3,0,北风,0,0,954,75,27,0
2024-08-01 06:00,晴,27.2,0,北风,2,11,955,75,31,0
2024-08-01 07:00,晴,26.6,0,东北风,1,2,955,81,31,0
2024-08-01 08:00,晴,26.7,0,西北风,1,2,955,82,26,0
2024-08-01 09:00,晴,28.3,0,北风,1,3,955,73,19,0
2024-08-01 10:00,晴,30.5,0,东北风,1,3,955,63,17,0
2024-08-01 11:00,晴,32.4,0,东风,1,5,954,57,21,0
2024-08-01 12:00,晴,33.6,0,西北风,1,3,954,54,22,0
2024-08-01 13:00,晴,34.6,0,北风,1,5,953,51,22,0
2024-08-01 14:00,晴,35.9,0,西北风,1,4,953,62,20,0
2024-08-01 15:00,晴,36.2,0,西南风,1,4,952,48,20,1
2024-08-01 16:00,晴,36.9,0,西北风,1,3,951,45,23,2
2024-08-01 17:00,晴,36.8,0,东南风,1,4,951,45,22,3
2024-08-01 18:00,晴,36.2,0,东南风,1,4,951,48,22,2
2024-08-01 19:00,晴,35.4,0,北风,1,5,952,52,22,1
2024-08-01 20:00,晴,34.3,0,东北风,1,1,952,55,22,0
2024-08-01 21:00,晴,33.2,0,西北风,1,2,953,56,20,0
2024-08-01 22:00,晴,32.3,0,南风,1,3,953,60,23,0
2024-08-01 23:00,晴,31.2,0,西南风,1,3,953,67,23,0
2024-08-02 00:00,晴,30.6,0,南风,1,3,953,72,18,0
2024-08-02 01:00,晴,30.2,0,东北风,1,3,953,76,18,0
2024-08-02 02:00,晴,29.8,0,西南风,1,2,953,78,20,0
2024-08-02 03:00,晴,29.2,0,东北风,1,2,953,80,21,1
2024-08-02 04:00,晴,28.7,0,西南风,1,1,953,81,21,1
2024-08-02 05:00,晴,28.3,0,北风,1,4,953,82,16,2
2024-08-02 06:00,晴,27.9,0,南风,1,2,954,82,14,1
2024-08-02 07:00,晴,27.4,0,东风,1,3,955,84,14,1
2024-08-02 08:00,晴,27.7,0,北风,1,5,955,84,10,0
2024-08-02 09:00,多云,28.9,0,西北风,1,4,955,78,12,0
2024-08-02 10:00,多云,30.7,0,北风,1,5,955,71,10,0
2024-08-02 11:00,晴,32.4,0,北风,2,6,955,64,11,0
2024-08-02 12:00,多云,33.8,0,北风,2,8,954,60,13,0
2024-08-02 13:00,多云,35,0,东北风,2,6,954,56,19,0
2024-08-02 14:00,晴,36,0,西北风,1,5,953,52,19,0
2024-08-02 15:00,多云,36.7,0,北风,2,8,953,50,22,2
2024-08-02 16:00,多云,37.2,0,北风,1,5,952,47,24,5
2024-08-02 17:00,多云,37,0,南风,1,4,952,49,24,7
2024-08-02 18:00,多云,36.1,0,东风,1,3,952,53,21,5
2024-08-02 19:00,多云,35.1,0,南风,1,3,953,56,18,2
2024-08-02 20:00,多云,34.5,0,西风,1,1,954,58,17,0
2024-08-02 21:00,多云,33.7,0,西南风,1,1,955,60,19,0
2024-08-02 22:00,晴,32.8,0,西南风,1,1,955,64,18,0
2024-08-02 23:00,晴,32.2,0,南风,1,4,955,67,21,0
2024-08-03 00:00,晴,31.4,0,西南风,1,3,955,69,20,0
2024-08-03 01:00,晴,30.8,0,西南风,1,3,955,69,20,0
2024-08-03 02:00,晴,30.6,0,南风,1,1,955,67,22,0
2024-08-03 03:00,多云,30.2,0,北风,1,2,954,69,22,0
2024-08-03 04:00,多云,30.1,0,北风,1,1,954,67,22,0
2024-08-03 05:00,多云,29.7,0,北风,1,2,956,69,22,0
2024-08-03 06:00,阴,29.6,0,北风,1,4,957,72,23,0
2024-08-03 07:00,多云,29.3,0,东风,1,2,957,75,21,0
2024-08-03 08:00,晴,29.1,0,西北风,1,3,957,79,20,0
2024-08-03 09:00,晴,29.1,0,南风,1,2,958,80,14,4
2024-08-03 10:00,晴,30.1,0,东风,1,3,958,74,12,9
2024-08-03 11:00,晴,30.7,0,西北风,2,6,958,72,15,13
2024-08-03 12:00,多云,32.2,0,北风,1,4,958,66,13,9
2024-08-03 13:00,多云,33.2,0,西北风,1,3,958,63,13,4
2024-08-03 14:00,多云,31.9,0,西北风,2,6,957,69,6,0
2024-08-03 15:00,阴,33.6,0,西北风,2,10,957,60,13,7
2024-08-03 16:00,阴,33.6,0,西北风,2,8,957,59,27,15
2024-08-03 17:00,多云,34,0,南风,1,5,957,55,27,22
2024-08-03 18:00,多云,32.8,0,西风,1,2,957,58,27,15
2024-08-03 19:00,多云,32.3,0,西北风,1,2,958,59,27,7
2024-08-03 20:00,阴,30.9,0,西风,1,1,958,64,27,0
2024-08-03 21:00,阴,30.3,0,西风,1,2,959,65,32,25
2024-08-03 22:00,多云,29.7,0,西北风,1,4,959,67,24,49
2024-08-03 23:00,多云,29.4,0,西北风,2,7,960,68,21,74
2024-08-04 00:00,多云,29.2,0,北风,1,4,959,69,21,49
2024-08-04 01:00,多云,28.7,0,东南风,1,1,959,72,18,25
2024-08-04 02:00,阴,27,0,西风,1,1,959,86,16,0
2024-08-04 03:00,阴,27.3,0,北风,2,11,959,88,16,25
2024-08-04 04:00,阴,27.6,0,西北风,1,2,958,82,17,51
2024-08-04 05:00,阴,27.2,0,西北风,1,3,959,83,15,76
2024-08-04 06:00,阴,27.1,0,西北风,1,3,959,83,15,51
2024-08-04 07:00,阴,26.9,0,西北风,1,2,959,83,13,25
2024-08-04 08:00,阴,25.8,0,东风,1,5,960,91,13,0
2024-08-04 09:00,阴,27.8,0,西北风,2,6,960,81,16,28
2024-08-04 10:00,阴,28.4,0,西北风,1,4,960,78,17,55
2024-08-04 11:00,阴,28.4,0,西北风,1,4,960,79,13,83
2024-08-04 12:00,阴,28.5,0,东南风,1,2,960,79,12,55
2024-08-04 13:00,阴,29.2,0,东南风,1,3,959,75,13,28
2024-08-04 14:00,多云,30.7,0,西南风,1,3,958,70,15,0
2024-08-04 15:00,多云,32.6,0,西南风,1,5,957,62,15,0
2024-08-04 16:00,阴,33.7,0,西北风,1,3,956,57,18,0
2024-08-04 17:00,晴,34.3,0,东南风,1,4,956,54,27,0
2024-08-04 18:00,晴,34.3,0,南风,1,2,955,52,28,0
2024-08-04 19:00,晴,34.1,0,东风,1,2,956,53,28,0
2024-08-04 20:00,晴,33.1,0,东北风,1,2,957,56,27,0
2024-08-04 21:00,晴,31.8,0,西南风,1,2,957,65,25,0
2024-08-04 22:00,晴,30.8,0,北风,1,2,958,71,27,0
2024-08-04 23:00,晴,30,0,西风,1,1,958,75,20,0
2024-08-05 00:00,晴,29.6,0,西风,1,2,958,79,20,0
2024-08-05 01:00,晴,29.3,0,北风,0,0,958,78,15,0
2024-08-05 02:00,晴,28.5,0,北风,1,2,958,80,15,0
2024-08-05 03:00,晴,28.2,0,南风,1,2,957,80,14,0
2024-08-05 04:00,晴,27.6,0,东风,1,4,958,83,10,0
2024-08-05 05:00,晴,27.2,0,北风,0,0,958,82,11,0
2024-08-05 06:00,晴,27,0,南风,1,1,959,83,11,0
2024-08-05 07:00,晴,26.7,0,东南风,1,5,959,86,11,0
2024-08-05 08:00,阴,26.4,0,东北风,1,5,959,91,13,0
2024-08-05 09:00,晴,27.4,0,西北风,1,5,959,84,10,0
2024-08-05 10:00,晴,29.3,0,西南风,1,2,959,77,12,0
2024-08-05 11:00,阴,30.6,0,南风,1,4,959,71,12,0
2024-08-05 12:00,阴,32.1,0,东风,2,6,958,63,14,0
2024-08-05 13:00,多云,33.4,0,东北风,1,5,958,59,15,0
2024-08-05 14:00,多云,34.3,0,西风,1,5,957,55,21,0
2024-08-05 15:00,多云,34.9,0,西北风,1,5,956,53,24,1
2024-08-05 16:00,多云,35.2,0,北风,2,7,955,52,21,2
2024-08-05 17:00,多云,35.3,0,东风,1,3,955,53,21,3
2024-08-05 18:00,晴,35,0,南风,1,3,954,53,19,2
2024-08-05 19:00,晴,34.7,0,北风,2,6,955,54,20,1
2024-08-05 20:00,晴,33.7,0,北风,2,9,956,58,19,0
2024-08-05 21:00,晴,32.8,0,南风,1,1,957,61,18,0
2024-08-05 22:00,晴,32.4,0,南风,1,4,957,62,18,0
2024-08-05 23:00,晴,32,1.4,西南风,1,5,958,61,6,0
2024-08-06 00:00,雨,27.4,10.4,东北风,1,4,959,74,7,0
2024-08-06 01:00,阴,23.5,10.5,北风,2,11,957,91,7,0
2024-08-06 02:00,晴,22.9,0,西北风,1,5,957,97,9,0
2024-08-06 03:00,多云,23.8,0,西北风,1,1,957,96,11,0
2024-08-06 04:00,多云,24.1,0,北风,2,11,957,97,10,0
2024-08-06 05:00,晴,24.4,0,北风,0,0,957,96,8,0
2024-08-06 06:00,晴,24.6,0,西风,1,3,958,96,8,0
2024-08-06 07:00,晴,24.7,0,西风,1,1,958,96,8,0
2024-08-06 08:00,晴,24.8,0,东风,1,3,959,97,6,0
2024-08-06 09:00,阴,26.1,0,东北风,1,5,959,90,8,0
2024-08-06 10:00,阴,27.8,0,东北风,1,4,959,83,11,0
2024-08-06 11:00,多云,30.1,0,东南风,1,5,958,73,11,0
2024-08-06 12:00,多云,31.6,0,北风,2,6,958,64,11,0
2024-08-06 13:00,多云,32.4,0,西南风,1,5,957,61,13,0
2024-08-06 14:00,多云,33.2,0,西北风,1,2,956,60,18,0
2024-08-06 15:00,多云,34.2,0,西风,1,2,955,57,23,1
2024-08-06 16:00,多云,35,0,西北风,1,4,954,55,25,2
2024-08-06 17:00,多云,35.4,0,西北风,1,3,954,56,27,3
2024-08-06 18:00,多云,34.9,0,西南风,1,3,955,57,22,2
2024-08-06 19:00,多云,34.1,0,东风,1,5,955,60,20,1
2024-08-06 20:00,晴,33.2,0,东北风,2,7,955,62,20,0
2024-08-06 21:00,多云,32.5,0,南风,1,3,956,64,18,9
2024-08-06 22:00,多云,31.9,0,南风,1,3,956,67,18,19
2024-08-06 23:00,多云,31.5,0,西北风,1,3,956,70,21,28
2024-08-07 00:00,多云,31.1,0,北风,0,0,956,70,21,19
2024-08-07 01:00,阴,30.6,0,东北风,1,3,956,73,24,9
2024-08-07 02:00,阴,30.1,0,北风,1,3,956,67,36,0
2024-08-07 03:00,阴,29.8,0,东南风,1,2,955,74,21,30
2024-08-07 04:00,阴,29.3,0,东北风,2,6,955,76,27,60
2024-08-07 05:00,阴,29,0,东北风,1,2,955,79,27,90
2024-08-07 06:00,阴,28.7,0,西北风,1,3,955,81,27,60
2024-08-07 07:00,阴,28.2,0,东南风,1,3,956,82,22,30
2024-08-07 08:00,阴,28.1,0,北风,1,5,956,82,29,0
2024-08-07 09:00,多云,28,0,东风,1,2,957,83,15,15
2024-08-07 10:00,多云,29.6,0,西北风,2,6,957,75,15,30
2024-08-07 11:00,多云,30.7,0,南风,1,2,956,71,12,45
2024-08-07 12:00,多云,32,0,西南风,1,3,956,66,13,30
2024-08-07 13:00,多云,33.4,0,北风,2,6,955,62,17,15
2024-08-07 14:00,多云,34,0,东南风,1,4,955,59,17,0
2024-08-07 15:00,多云,34,0,南风,1,5,954,60,18,1
2024-08-07 16:00,多云,33.6,0,西北风,2,10,954,63,18,2
2024-08-07 17:00,阴,32.6,0,东南风,1,3,954,68,16,3
2024-08-07 18:00,阴,32,0,西南风,1,4,954,67,13,2
2024-08-07 19:00,阴,30.5,0.5,西北风,1,5,956,61,13,1
2024-08-07 20:00,阴,28.6,1.4,南风,1,3,956,76,4,0
2024-08-07 21:00,阴,25.3,0,东北风,2,7,957,89,2,25
2024-08-07 22:00,阴,25.1,0,西南风,1,1,957,90,7,49
2024-08-07 23:00,阴,24.7,0,西北风,1,4,956,89,19,74
2024-08-08 00:00,多云,25.1,0,西北风,1,1,957,88,16,49
2024-08-08 01:00,多云,25.2,0,西风,1,2,957,86,12,25
2024-08-08 02:00,多云,25.1,0,西风,1,2,956,91,12,0
2024-08-08 03:00,多云,25.2,0,北风,1,3,956,91,6,5
2024-08-08 04:00,多云,25.4,0,东北风,1,2,956,90,6,9
2024-08-08 05:00,多云,25.5,0,南风,1,2,956,91,6,14
2024-08-08 06:00,多云,25.7,0,东风,1,1,955,91,6,9
2024-08-08 07:00,多云,25.7,0,东风,1,4,956,91,6,5
2024-08-08 08:00,多云,25.9,0,东风,1,3,956,91,9,0
2024-08-08 09:00,多云,26.1,0,南风,1,3,956,88,7,5
2024-08-08 10:00,多云,27.1,0,西北风,1,3,956,84,7,9
2024-08-08 11:00,多云,28.9,0,西北风,1,3,955,77,4,14
2024-08-08 12:00,多云,30.5,0,东北风,1,3,955,72,6,9
2024-08-08 13:00,多云,31.7,0,东北风,1,5,954,69,8,5
2024-08-08 14:00,多云,32.7,0,东北风,1,4,953,65,9,0
2024-08-08 15:00,多云,33.5,0,东风,1,4,952,66,12,13
2024-08-08 16:00,多云,34.7,0,北风,2,9,951,61,12,25
2024-08-08 17:00,多云,35.5,0,东风,1,5,951,60,12,38
2024-08-08 18:00,多云,34.9,0,东北风,2,6,951,62,13,25
2024-08-08 19:00,晴,34.1,0,北风,2,7,951,65,13,13
2024-08-08 20:00,晴,32.8,0,南风,1,2,951,70,14,0
2024-08-08 21:00,多云,31.8,0,南风,1,2,952,75,11,33
2024-08-08 22:00,晴,31.2,0,东南风,1,2,952,76,16,65
2024-08-08 23:00,晴,30.7,0,西北风,1,1,952,76,15,98
